,team_api_id,team_long_name,team_short_name,team_fifa_api_id,id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
763,9888,Lecce,LEC,347,694,2012-02-22,45,Balanced,48.0,Little,50,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
764,8600,Udinese,UDI,55,1299,2010-02-22,64,Balanced,71.0,Little,35,Mixed,Organised,30,Safe,50,Normal,70,Lots,Organised,35,Medium,30,Contain,55,Normal,Offside Trap
765,8600,Udinese,UDI,55,1300,2011-02-22,70,Fast,71.0,Little,49,Mixed,Organised,66,Normal,50,Normal,50,Normal,Organised,44,Medium,45,Press,55,Normal,Offside Trap
766,8600,Udinese,UDI,55,1301,2012-02-22,75,Fast,71.0,Little,45,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,55,Press,50,Normal,Cover
767,8600,Udinese,UDI,55,1302,2013-09-20,78,Fast,71.0,Little,63,Mixed,Free Form,69,Risky,78,Lots,52,Normal,Free Form,40,Medium,63,Press,57,Normal,Cover
768,8600,Udinese,UDI,55,1303,2014-09-19,71,Fast,71.0,Lots,63,Mixed,Organised,69,Risky,78,Lots,52,Normal,Organised,40,Medium,46,Press,57,Normal,Cover
769,8600,Udinese,UDI,55,1304,2015-09-10,68,Fast,54.0,Normal,63,Mixed,Organised,69,Risky,68,Lots,52,Normal,Organised,40,Medium,57,Press,57,Normal,Cover
770,8540,Palermo,PAL,1843,956,2010-02-22,63,Balanced,55.0,Little,50,Mixed,Organised,30,Safe,30,Little,70,Lots,Organised,45,Medium,40,Press,60,Normal,Cover
771,8540,Palermo,PAL,1843,957,2011-02-22,65,Balanced,55.0,Little,35,Mixed,Free Form,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
772,8540,Palermo,PAL,1843,958,2012-02-22,60,Balanced,55.0,Little,40,Mixed,Organised,50,Normal,35,Normal,65,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
773,8540,Palermo,PAL,1843,959,2013-09-20,66,Balanced,55.0,Little,37,Mixed,Free Form,56,Normal,34,Normal,63,Normal,Free Form,43,Medium,42,Press,48,Normal,Cover
774,8540,Palermo,PAL,1843,960,2014-09-19,66,Balanced,55.0,Normal,37,Mixed,Organised,56,Normal,34,Normal,63,Normal,Organised,43,Medium,42,Press,48,Normal,Cover
775,8540,Palermo,PAL,1843,961,2015-09-10,66,Balanced,66.0,Normal,36,Mixed,Organised,60,Normal,34,Normal,64,Normal,Organised,44,Medium,58,Press,50,Normal,Cover
776,9976,Bari,BAR,1848,125,2010-02-22,30,Slow,40.0,Little,30,Short,Free Form,30,Safe,40,Normal,65,Normal,Organised,40,Medium,30,Contain,45,Normal,Offside Trap
777,9976,Bari,BAR,1848,126,2011-02-22,65,Balanced,40.0,Little,35,Mixed,Free Form,65,Normal,63,Normal,65,Normal,Organised,55,Medium,45,Press,60,Normal,Offside Trap
778,9976,Bari,BAR,1848,127,2012-02-22,50,Balanced,40.0,Little,50,Mixed,Organised,50,Normal,35,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
779,9976,Bari,BAR,1848,128,2013-09-20,55,Balanced,40.0,Little,57,Mixed,Organised,54,Normal,44,Normal,60,Normal,Organised,49,Medium,51,Press,61,Normal,Cover
780,9976,Bari,BAR,1848,129,2014-09-19,55,Balanced,40.0,Normal,57,Mixed,Organised,54,Normal,44,Normal,56,Normal,Organised,49,Medium,51,Press,53,Normal,Cover
781,9976,Bari,BAR,1848,130,2015-09-10,52,Balanced,40.0,Normal,65,Mixed,Organised,40,Normal,55,Normal,48,Normal,Organised,50,Medium,51,Press,55,Normal,Cover
782,8537,Livorno,LIV,1844,749,2010-02-22,30,Slow,58.0,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
783,8537,Livorno,LIV,1844,750,2011-02-22,65,Balanced,58.0,Little,50,Mixed,Organised,30,Safe,65,Normal,65,Normal,Organised,45,Medium,60,Press,30,Narrow,Cover
784,8537,Livorno,LIV,1844,751,2012-02-22,50,Balanced,58.0,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,35,Normal,Cover
785,8537,Livorno,LIV,1844,752,2013-09-20,58,Balanced,58.0,Little,55,Mixed,Organised,52,Normal,57,Normal,63,Normal,Free Form,58,Medium,49,Press,56,Normal,Cover
786,8537,Livorno,LIV,1844,753,2014-09-19,58,Balanced,58.0,Normal,67,Long,Organised,38,Normal,23,Little,77,Lots,Organised,29,Deep,57,Press,32,Narrow,Cover
787,8537,Livorno,LIV,1844,754,2015-09-10,58,Balanced,58.0,Normal,67,Long,Organised,38,Normal,27,Little,69,Lots,Organised,31,Deep,57,Press,38,Normal,Cover
788,10167,Parma,PAR,50,968,2010-02-22,30,Slow,71.0,Little,30,Short,Free Form,40,Normal,60,Normal,70,Lots,Free Form,45,Medium,30,Contain,70,Wide,Offside Trap
789,10167,Parma,PAR,50,969,2011-02-22,50,Balanced,71.0,Little,30,Short,Organised,48,Normal,55,Normal,65,Normal,Organised,45,Medium,47,Press,50,Normal,Cover
790,10167,Parma,PAR,50,970,2012-02-22,45,Balanced,71.0,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap
791,10167,Parma,PAR,50,971,2013-09-20,48,Balanced,71.0,Little,33,Short,Organised,46,Normal,62,Normal,45,Normal,Organised,39,Medium,43,Press,46,Normal,Cover
792,10167,Parma,PAR,50,972,2014-09-19,48,Balanced,71.0,Lots,33,Short,Organised,69,Risky,62,Normal,45,Normal,Organised,54,Medium,66,Press,46,Normal,Offside Trap
793,10167,Parma,PAR,50,973,2015-09-10,48,Balanced,66.0,Normal,33,Short,Organised,69,Risky,62,Normal,45,Normal,Organised,43,Medium,43,Press,46,Normal,Cover
794,9880,Cesena,CES,110915,301,2010-02-22,30,Slow,29.0,Little,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,50,Medium,30,Contain,50,Normal,Cover
795,9880,Cesena,CES,110915,302,2011-02-22,50,Balanced,29.0,Little,50,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
796,9880,Cesena,CES,110915,303,2012-02-22,60,Balanced,29.0,Little,40,Mixed,Organised,50,Normal,35,Normal,65,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
797,9880,Cesena,CES,110915,304,2013-09-20,73,Fast,29.0,Little,44,Mixed,Organised,53,Normal,44,Normal,73,Lots,Organised,39,Medium,49,Press,57,Normal,Cover
798,9880,Cesena,CES,110915,305,2014-09-19,73,Fast,29.0,Little,41,Mixed,Organised,53,Normal,44,Normal,73,Lots,Organised,39,Medium,49,Press,57,Normal,Cover
799,9880,Cesena,CES,110915,306,2015-09-10,66,Balanced,31.0,Little,41,Mixed,Organised,53,Normal,44,Normal,66,Normal,Organised,39,Medium,49,Press,57,Normal,Cover
800,9858,Brescia,BRE,190,237,2010-02-22,30,Slow,56.0,Little,30,Short,Organised,35,Normal,50,Normal,70,Lots,Free Form,45,Medium,30,Contain,55,Normal,Offside Trap
801,9858,Brescia,BRE,190,238,2011-02-22,30,Slow,56.0,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,45,Press,55,Normal,Cover
802,9858,Brescia,BRE,190,239,2012-02-22,35,Balanced,56.0,Little,35,Mixed,Organised,35,Normal,20,Little,65,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
803,9858,Brescia,BRE,190,240,2013-09-20,42,Balanced,56.0,Little,43,Mixed,Organised,45,Normal,25,Little,75,Lots,Free Form,41,Medium,52,Press,62,Normal,Cover
804,9858,Brescia,BRE,190,241,2014-09-19,42,Balanced,56.0,Normal,27,Short,Organised,54,Normal,25,Little,75,Lots,Organised,41,Medium,52,Press,57,Normal,Cover
805,9858,Brescia,BRE,190,242,2015-09-10,42,Balanced,56.0,Normal,43,Mixed,Organised,41,Normal,48,Normal,69,Lots,Organised,41,Medium,52,Press,57,Normal,Cover
806,6269,Novara,NOV,112225,911,2011-02-22,53,Balanced,57.0,Little,35,Mixed,Organised,50,Normal,64,Normal,49,Normal,Organised,60,Medium,51,Press,40,Normal,Offside Trap
807,6269,Novara,NOV,112225,912,2012-02-22,55,Balanced,57.0,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
808,6269,Novara,NOV,112225,913,2013-09-20,66,Balanced,57.0,Little,62,Mixed,Organised,56,Normal,55,Normal,61,Normal,Organised,36,Medium,49,Press,62,Normal,Cover
809,6269,Novara,NOV,112225,914,2014-09-19,66,Balanced,57.0,Normal,56,Mixed,Organised,56,Normal,55,Normal,57,Normal,Organised,36,Medium,49,Press,53,Normal,Cover
810,9878,Pescara,PES,200,980,2011-02-22,50,Balanced,52.0,Little,60,Mixed,Organised,35,Normal,50,Normal,35,Normal,Organised,35,Medium,60,Press,50,Normal,Cover
811,9878,Pescara,PES,200,981,2012-02-22,65,Balanced,52.0,Little,65,Mixed,Organised,65,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover
812,9878,Pescara,PES,200,982,2013-09-20,55,Balanced,52.0,Little,40,Mixed,Organised,58,Normal,47,Normal,36,Normal,Free Form,44,Medium,48,Press,48,Normal,Cover
813,9878,Pescara,PES,200,983,2014-09-19,64,Balanced,52.0,Normal,36,Mixed,Organised,51,Normal,64,Normal,54,Normal,Organised,26,Deep,46,Press,48,Normal,Cover
814,9878,Pescara,PES,200,984,2015-09-10,64,Balanced,31.0,Little,53,Mixed,Organised,41,Normal,49,Normal,41,Normal,Organised,39,Medium,46,Press,43,Normal,Cover
815,9876,Hellas Verona,VER,206,1326,2012-02-22,50,Balanced,46.0,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,55,Press,50,Normal,Cover
816,9876,Hellas Verona,VER,206,1327,2013-09-20,58,Balanced,46.0,Little,63,Mixed,Organised,55,Normal,57,Normal,61,Normal,Organised,47,Medium,59,Press,63,Normal,Cover
817,9876,Hellas Verona,VER,206,1328,2014-09-19,63,Balanced,46.0,Normal,48,Mixed,Organised,39,Normal,54,Normal,55,Normal,Organised,31,Deep,47,Press,37,Normal,Cover
818,9876,Hellas Verona,VER,206,1329,2015-09-10,57,Balanced,29.0,Little,38,Mixed,Organised,39,Normal,54,Normal,55,Normal,Organised,47,Medium,59,Press,52,Normal,Cover
819,7943,Sassuolo,SAS,111974,1131,2010-02-22,30,Slow,71.0,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
820,7943,Sassuolo,SAS,111974,1132,2011-02-22,50,Balanced,71.0,Little,50,Mixed,Organised,50,Normal,61,Normal,60,Normal,Organised,45,Medium,30,Contain,30,Narrow,Cover
821,7943,Sassuolo,SAS,111974,1133,2012-02-22,50,Balanced,71.0,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
822,7943,Sassuolo,SAS,111974,1134,2013-09-20,57,Balanced,71.0,Little,60,Mixed,Organised,56,Normal,63,Normal,64,Normal,Organised,38,Medium,47,Press,53,Normal,Offside Trap
823,7943,Sassuolo,SAS,111974,1135,2014-09-19,57,Balanced,71.0,Lots,60,Mixed,Organised,66,Normal,57,Normal,63,Normal,Organised,54,Medium,47,Press,36,Normal,Offside Trap
824,7943,Sassuolo,SAS,111974,1136,2015-09-10,57,Balanced,65.0,Normal,60,Mixed,Organised,56,Normal,57,Normal,56,Normal,Organised,38,Medium,47,Press,53,Normal,Cover
825,8534,Empoli,EMP,1746,384,2010-02-22,30,Slow,43.0,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
826,8534,Empoli,EMP,1746,385,2011-02-22,50,Balanced,43.0,Little,35,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,45,Medium,45,Press,47,Normal,Offside Trap
827,8534,Empoli,EMP,1746,386,2012-02-22,50,Balanced,43.0,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
828,8534,Empoli,EMP,1746,387,2013-09-20,51,Balanced,43.0,Little,54,Mixed,Organised,53,Normal,54,Normal,62,Normal,Organised,39,Medium,50,Press,59,Normal,Cover
829,8534,Empoli,EMP,1746,388,2014-09-19,63,Balanced,43.0,Normal,39,Mixed,Organised,66,Normal,67,Lots,51,Normal,Organised,53,Medium,57,Press,54,Normal,Cover
830,8534,Empoli,EMP,1746,389,2015-09-10,66,Balanced,43.0,Normal,36,Mixed,Organised,59,Normal,64,Normal,63,Normal,Organised,46,Medium,66,Press,48,Normal,Cover
831,9891,Frosinone,FRO,111657,476,2010-02-22,30,Slow,48.0,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,65,Normal,Offside Trap
832,9891,Frosinone,FRO,111657,477,2011-02-22,70,Fast,48.0,Little,48,Mixed,Organised,46,Normal,45,Normal,65,Normal,Organised,61,Medium,67,Double,65,Normal,Offside Trap
833,9891,Frosinone,FRO,111657,478,2015-09-10,63,Balanced,48.0,Normal,46,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,55,Medium,57,Press,47,Normal,Cover
834,208931,Carpi,CAP,112409,275,2014-09-19,32,Slow,46.0,Normal,31,Short,Organised,47,Normal,36,Normal,54,Normal,Organised,46,Medium,44,Press,51,Normal,Cover
835,208931,Carpi,CAP,112409,276,2015-09-10,80,Fast,45.0,Normal,65,Mixed,Organised,70,Risky,40,Normal,50,Normal,Organised,25,Deep,55,Press,35,Normal,Cover
836,8277,Vitesse,VIT,1909,1342,2010-02-22,35,Balanced,55.0,Little,35,Mixed,Organised,40,Normal,50,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
837,8277,Vitesse,VIT,1909,1343,2011-02-22,33,Slow,55.0,Little,50,Mixed,Organised,68,Risky,51,Normal,54,Normal,Organised,55,Medium,60,Press,64,Normal,Cover
838,8277,Vitesse,VIT,1909,1344,2012-02-22,37,Balanced,55.0,Little,30,Short,Organised,57,Normal,42,Normal,56,Normal,Organised,42,Medium,54,Press,48,Normal,Cover
839,8277,Vitesse,VIT,1909,1345,2013-09-20,37,Balanced,55.0,Little,39,Mixed,Organised,52,Normal,42,Normal,62,Normal,Organised,42,Medium,45,Press,48,Normal,Cover
840,8277,Vitesse,VIT,1909,1346,2014-09-19,53,Balanced,55.0,Normal,32,Short,Organised,53,Normal,54,Normal,56,Normal,Organised,42,Medium,54,Press,62,Normal,Cover
841,8277,Vitesse,VIT,1909,1347,2015-09-10,57,Balanced,40.0,Normal,48,Mixed,Free Form,53,Normal,37,Normal,71,Lots,Free Form,60,Medium,58,Press,62,Normal,Cover
842,8674,FC Groningen,GRO,1915,427,2010-02-22,41,Balanced,42.0,Little,32,Short,Organised,40,Normal,47,Normal,69,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
843,8674,FC Groningen,GRO,1915,428,2011-02-22,51,Balanced,42.0,Little,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
844,8674,FC Groningen,GRO,1915,429,2012-02-22,44,Balanced,42.0,Little,41,Mixed,Organised,48,Normal,64,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
845,8674,FC Groningen,GRO,1915,430,2013-09-20,44,Balanced,42.0,Little,44,Mixed,Organised,56,Normal,58,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
846,8674,FC Groningen,GRO,1915,431,2014-09-19,48,Balanced,42.0,Normal,38,Mixed,Organised,57,Normal,59,Normal,45,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
847,8674,FC Groningen,GRO,1915,432,2015-09-10,55,Balanced,32.0,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
848,9803,Roda JC Kerkrade,ROD,1902,1098,2010-02-22,30,Slow,46.0,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
849,9803,Roda JC Kerkrade,ROD,1902,1099,2011-02-22,65,Balanced,46.0,Little,51,Mixed,Organised,33,Safe,38,Normal,53,Normal,Organised,48,Medium,57,Press,34,Normal,Offside Trap
850,9803,Roda JC Kerkrade,ROD,1902,1100,2012-02-22,55,Balanced,46.0,Little,52,Mixed,Organised,62,Normal,43,Normal,54,Normal,Organised,47,Medium,44,Press,50,Normal,Cover
851,9803,Roda JC Kerkrade,ROD,1902,1101,2013-09-20,42,Balanced,46.0,Little,44,Mixed,Organised,49,Normal,40,Normal,38,Normal,Organised,47,Medium,44,Press,55,Normal,Cover
852,9803,Roda JC Kerkrade,ROD,1902,1102,2014-09-19,43,Balanced,46.0,Normal,44,Mixed,Organised,59,Normal,45,Normal,42,Normal,Organised,39,Medium,37,Press,42,Normal,Cover
853,8611,FC Twente,TWE,1908,1293,2010-02-22,30,Slow,39.0,Little,30,Short,Organised,40,Normal,40,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
854,8611,FC Twente,TWE,1908,1294,2011-02-22,55,Balanced,39.0,Little,55,Mixed,Free Form,63,Normal,62,Normal,47,Normal,Free Form,61,Medium,59,Press,54,Normal,Cover
855,8611,FC Twente,TWE,1908,1295,2012-02-22,25,Slow,39.0,Little,28,Short,Organised,44,Normal,68,Lots,37,Normal,Organised,62,Medium,68,Double,67,Wide,Cover
856,8611,FC Twente,TWE,1908,1296,2013-09-20,35,Balanced,39.0,Little,38,Mixed,Organised,44,Normal,50,Normal,41,Normal,Free Form,34,Medium,44,Press,54,Normal,Cover
857,8611,FC Twente,TWE,1908,1297,2014-09-19,38,Balanced,39.0,Normal,34,Mixed,Organised,63,Normal,65,Normal,37,Normal,Organised,44,Medium,41,Press,55,Normal,Cover
858,8611,FC Twente,TWE,1908,1298,2015-09-10,48,Balanced,40.0,Normal,43,Mixed,Organised,43,Normal,58,Normal,39,Normal,Organised,44,Medium,41,Press,55,Normal,Cover
859,8525,Willem II,WII,1907,1405,2010-02-22,35,Balanced,36.0,Little,30,Short,Organised,30,Safe,40,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
860,8525,Willem II,WII,1907,1406,2011-02-22,72,Fast,36.0,Little,57,Mixed,Organised,70,Risky,47,Normal,49,Normal,Organised,28,Deep,63,Press,62,Normal,Cover
861,8525,Willem II,WII,1907,1407,2013-09-20,48,Balanced,36.0,Little,55,Mixed,Organised,48,Normal,53,Normal,46,Normal,Organised,43,Medium,35,Press,47,Normal,Cover
862,8525,Willem II,WII,1907,1408,2015-09-10,51,Balanced,36.0,Normal,63,Mixed,Organised,48,Normal,53,Normal,52,Normal,Organised,43,Medium,45,Press,47,Normal,Cover
863,8593,Ajax,AJA,245,34,2010-02-22,30,Slow,40.0,Little,30,Short,Free Form,50,Normal,60,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
864,8593,Ajax,AJA,245,35,2011-02-22,40,Balanced,40.0,Little,38,Mixed,Free Form,67,Risky,65,Normal,67,Lots,Organised,65,Medium,57,Press,63,Normal,Cover
865,8593,Ajax,AJA,245,36,2012-02-22,31,Slow,40.0,Little,33,Short,Organised,39,Normal,64,Normal,46,Normal,Free Form,68,High,65,Press,60,Normal,Cover
866,8593,Ajax,AJA,245,37,2013-09-20,35,Balanced,40.0,Little,33,Short,Free Form,39,Normal,52,Normal,46,Normal,Free Form,68,High,65,Press,50,Normal,Cover
867,8593,Ajax,AJA,245,38,2014-09-19,40,Balanced,40.0,Normal,30,Short,Organised,51,Normal,55,Normal,39,Normal,Free Form,64,Medium,53,Press,64,Normal,Cover
868,8593,Ajax,AJA,245,39,2015-09-10,35,Balanced,43.0,Normal,39,Mixed,Organised,58,Normal,55,Normal,30,Little,Free Form,64,Medium,53,Press,59,Normal,Cover
869,8464,N.E.C.,NEC,1910,888,2010-02-22,32,Slow,42.0,Little,30,Short,Organised,35,Normal,40,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
870,8464,N.E.C.,NEC,1910,889,2011-02-22,47,Balanced,42.0,Little,46,Mixed,Free Form,48,Normal,78,Lots,32,Little,Organised,33,Deep,54,Press,31,Narrow,Cover
871,8464,N.E.C.,NEC,1910,890,2012-02-22,46,Balanced,42.0,Little,38,Mixed,Organised,39,Normal,55,Normal,50,Normal,Organised,45,Medium,48,Press,53,Normal,Cover
872,8464,N.E.C.,NEC,1910,891,2013-09-20,46,Balanced,42.0,Little,41,Mixed,Organised,52,Normal,37,Normal,57,Normal,Organised,45,Medium,48,Press,53,Normal,Cover
873,8464,N.E.C.,NEC,1910,892,2014-09-19,49,Balanced,42.0,Normal,59,Mixed,Organised,52,Normal,49,Normal,55,Normal,Organised,40,Medium,48,Press,53,Normal,Cover
874,8526,De Graafschap,GRA,635,343,2011-02-22,30,Slow,48.0,Little,40,Mixed,Organised,43,Normal,45,Normal,65,Normal,Organised,42,Medium,45,Press,50,Normal,Cover
875,8526,De Graafschap,GRA,635,344,2012-02-22,37,Balanced,48.0,Little,41,Mixed,Organised,47,Normal,40,Normal,63,Normal,Organised,52,Medium,43,Press,41,Normal,Cover
876,9908,FC Utrecht,UTR,1903,439,2010-02-22,45,Balanced,50.0,Little,45,Mixed,Organised,33,Safe,50,Normal,67,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
877,9908,FC Utrecht,UTR,1903,440,2011-02-22,66,Balanced,50.0,Little,45,Mixed,Organised,41,Normal,69,Lots,72,Lots,Organised,34,Medium,57,Press,34,Normal,Offside Trap
878,9908,FC Utrecht,UTR,1903,441,2012-02-22,47,Balanced,50.0,Little,52,Mixed,Organised,52,Normal,54,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
879,9908,FC Utrecht,UTR,1903,442,2013-09-20,47,Balanced,50.0,Little,52,Mixed,Organised,52,Normal,54,Normal,60,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
880,9908,FC Utrecht,UTR,1903,443,2014-09-19,50,Balanced,50.0,Normal,52,Mixed,Organised,55,Normal,49,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
881,9908,FC Utrecht,UTR,1903,444,2015-09-10,50,Balanced,39.0,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover
882,8640,PSV,PSV,247,1008,2010-02-22,30,Slow,35.0,Little,30,Short,Organised,33,Safe,52,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
883,8640,PSV,PSV,247,1009,2011-02-22,63,Balanced,35.0,Little,30,Short,Organised,67,Risky,65,Normal,68,Lots,Free Form,57,Medium,37,Press,64,Normal,Offside Trap
884,8640,PSV,PSV,247,1010,2012-02-22,33,Slow,35.0,Little,42,Mixed,Organised,40,Normal,55,Normal,48,Normal,Organised,43,Medium,30,Contain,48,Normal,Cover
885,8640,PSV,PSV,247,1011,2013-09-20,54,Balanced,35.0,Little,45,Mixed,Organised,55,Normal,58,Normal,55,Normal,Organised,43,Medium,50,Press,48,Normal,Cover
886,8640,PSV,PSV,247,1012,2014-09-19,67,Fast,35.0,Normal,40,Mixed,Organised,53,Normal,53,Normal,55,Normal,Organised,50,Medium,62,Press,55,Normal,Cover
887,8640,PSV,PSV,247,1013,2015-09-10,67,Fast,43.0,Normal,43,Mixed,Organised,53,Normal,44,Normal,28,Little,Organised,40,Medium,40,Press,48,Normal,Cover
888,9791,Heracles Almelo,HER,100634,569,2010-02-22,30,Slow,55.0,Little,45,Mixed,Organised,31,Safe,43,Normal,59,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
889,9791,Heracles Almelo,HER,100634,570,2011-02-22,69,Fast,55.0,Little,45,Mixed,Organised,40,Normal,70,Lots,45,Normal,Organised,36,Medium,66,Press,34,Normal,Cover
890,9791,Heracles Almelo,HER,100634,571,2012-02-22,43,Balanced,55.0,Little,27,Short,Organised,55,Normal,58,Normal,60,Normal,Organised,33,Deep,43,Press,47,Normal,Cover
891,9791,Heracles Almelo,HER,100634,572,2013-09-20,39,Balanced,55.0,Little,32,Short,Organised,40,Normal,42,Normal,66,Normal,Free Form,47,Medium,43,Press,47,Normal,Cover
892,9791,Heracles Almelo,HER,100634,573,2014-09-19,46,Balanced,55.0,Normal,32,Short,Organised,48,Normal,58,Normal,59,Normal,Organised,60,Medium,62,Press,47,Normal,Cover
893,9791,Heracles Almelo,HER,100634,574,2015-09-10,50,Balanced,36.0,Normal,61,Mixed,Organised,48,Normal,58,Normal,59,Normal,Organised,60,Medium,62,Press,47,Normal,Cover
894,10235,Feyenoord,FEY,246,452,2010-02-22,30,Slow,40.0,Little,30,Short,Organised,44,Normal,41,Normal,46,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
895,10235,Feyenoord,FEY,246,453,2011-02-22,47,Balanced,40.0,Little,53,Mixed,Free Form,43,Normal,33,Little,32,Little,Organised,48,Medium,59,Press,53,Normal,Cover
896,10235,Feyenoord,FEY,246,454,2012-02-22,38,Balanced,40.0,Little,34,Mixed,Organised,60,Normal,44,Normal,50,Normal,Organised,43,Medium,43,Press,54,Normal,Cover
897,10235,Feyenoord,FEY,246,455,2013-09-20,44,Balanced,40.0,Little,44,Mixed,Organised,48,Normal,62,Normal,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
898,10235,Feyenoord,FEY,246,456,2014-09-19,54,Balanced,40.0,Normal,60,Mixed,Organised,48,Normal,67,Lots,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
899,10235,Feyenoord,FEY,246,457,2015-09-10,50,Balanced,33.0,Little,48,Mixed,Organised,48,Normal,67,Lots,31,Little,Organised,43,Medium,46,Press,40,Normal,Cover
900,8614,Sparta Rotterdam,SPA,100646,1187,2010-02-22,35,Balanced,48.0,Little,40,Mixed,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
901,10217,ADO Den Haag,HAA,650,28,2010-02-22,30,Slow,47.0,Little,35,Mixed,Organised,30,Safe,50,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
902,10217,ADO Den Haag,HAA,650,29,2011-02-22,53,Balanced,47.0,Little,53,Mixed,Organised,48,Normal,67,Lots,66,Normal,Organised,46,Medium,62,Press,65,Normal,Cover
903,10217,ADO Den Haag,HAA,650,30,2012-02-22,38,Balanced,47.0,Little,44,Mixed,Organised,55,Normal,60,Normal,44,Normal,Organised,50,Medium,58,Press,62,Normal,Cover
904,10217,ADO Den Haag,HAA,650,31,2013-09-20,38,Balanced,47.0,Little,47,Mixed,Organised,55,Normal,55,Normal,44,Normal,Organised,50,Medium,58,Press,52,Normal,Cover
905,10217,ADO Den Haag,HAA,650,32,2014-09-19,58,Balanced,47.0,Normal,55,Mixed,Organised,55,Normal,52,Normal,44,Normal,Organised,57,Medium,50,Press,52,Normal,Cover
906,10217,ADO Den Haag,HAA,650,33,2015-09-10,56,Balanced,40.0,Normal,66,Mixed,Organised,55,Normal,52,Normal,38,Normal,Organised,40,Medium,50,Press,52,Normal,Cover
